,levy,manufacturer,year,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,turbo,price
350,790.0,Other,2009,Sedan,1,Petrol,1.6,130000,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,8097
353,574.0,Honda,2010,Sedan,0,Hybrid,1.3,150000,4.0,Variator,Front,4-5,Left wheel,Black,12,0,12231
355,862.0,Hyundai,2011,Other,1,Diesel,2.5,237853,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,17054
357,765.0,Hyundai,2015,Sedan,1,Other,2.0,42000,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,9565
358,765.0,Chevrolet,2015,Sedan,1,Diesel,2.0,60618,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,24302
360,777.0,Other,2014,Sedan,1,Petrol,2.5,127918,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,1960
361,1051.0,Hyundai,2016,Sedan,0,Petrol,2.4,77000,4.0,Tiptronic,Front,4-5,Left wheel,Silver,10,0,17249
362,891.0,Hyundai,2016,Sedan,1,Other,2.0,280016,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15530
363,891.0,Hyundai,2016,Sedan,1,Other,2.0,270874,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,11290
366,697.0,Hyundai,2015,Sedan,0,Petrol,1.8,85000,4.0,Tiptronic,Front,4-5,Left wheel,Black,12,0,18817
367,308.0,Lexus,2014,Hatchback,1,Hybrid,1.8,132563,4.0,Automatic,Front,4-5,Left wheel,Other,0,0,10349
368,1399.0,Lexus,2010,Jeep,1,Petrol,3.5,138211,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,549
372,862.0,Hyundai,2011,Minivan,1,Diesel,2.5,52686,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,18669
373,1058.0,Lexus,2012,Jeep,1,Hybrid,3.5,232357,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,941
375,271.0,Honda,2014,Hatchback,1,Hybrid,1.5,76525,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,10660
376,891.0,Hyundai,2016,Jeep,1,Diesel,2.0,80000,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,37000
377,707.0,Ssangyong,2011,Jeep,1,Diesel,2.0,186412,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,18826
378,1172.0,Mercedes-Benz,2011,Sedan,1,Diesel,3.5,230696,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,14583
380,706.0,Other,2011,Hatchback,0,Petrol,0.7,92000,3.0,Automatic,Front,4-5,Right-hand drive,Other,2,0,5645
381,836.0,Ssangyong,2010,Jeep,1,Diesel,2.0,120000,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,18826
382,707.0,Hyundai,2011,Jeep,1,Diesel,2.0,142000,4.0,Automatic,Front,4-5,Left wheel,White,4,0,22649
383,862.0,Hyundai,2011,Minivan,1,Diesel,2.5,42415,4.0,Automatic,Front,4-5,Left wheel,White,4,0,16590
384,394.0,Toyota,2014,Sedan,0,Hybrid,2.5,51000,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,31988
385,966.0,Other,2009,Sedan,1,Petrol,2.0,19999,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,8624
386,456.0,Toyota,2015,Sedan,0,Hybrid,2.5,89000,4.0,Variator,Front,4-5,Left wheel,Silver,0,0,21012
387,1266.0,Honda,2014,Hatchback,0,Hybrid,1.5,114000,4.0,Automatic,Front,4-5,Right-hand drive,White,8,0,10663
388,1053.0,Mercedes-Benz,2014,Sedan,1,Diesel,3.5,95987,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,220
389,1481.0,Other,2006,Hatchback,0,Petrol,2.0,161000,4.0,Manual,Front,4-5,Left wheel,Black,8,1,13485
393,697.0,Other,2015,Sedan,1,Petrol,1.8,55000,4.0,Tiptronic,Front,4-5,Left wheel,Black,10,1,17249
395,1661.0,Ford,2013,Hatchback,1,Hybrid,2.0,120000,4.0,Tiptronic,Front,4-5,Right-hand drive,Silver,10,0,17876
398,1249.0,Toyota,2017,Jeep,0,Petrol,2.5,76000,4.0,Tiptronic,4x4,4-5,Left wheel,Black,12,0,40769
401,862.0,Other,2011,Sedan,1,Petrol,2.5,156800,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,14113
403,640.0,Hyundai,2013,Sedan,1,Petrol,2.0,162558,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,12777
405,781.0,Toyota,2012,Sedan,1,Hybrid,2.5,83000,4.0,Variator,Front,4-5,Left wheel,Silver,10,0,23521
406,1286.0,Other,2010,Jeep,1,Petrol,3.2,150400,6.0,Tiptronic,4x4,4-5,Left wheel,Grey,7,0,22580
407,690.0,Lexus,2016,Jeep,1,Hybrid,3.5,27038,6.0,Automatic,4x4,4-5,Left wheel,White,12,0,392
408,645.0,Toyota,2011,Hatchback,0,Hybrid,1.8,284678,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,12544
409,473.0,Chevrolet,2014,Sedan,0,Petrol,1.4,121000,4.0,Tiptronic,Front,4-5,Left wheel,Other,10,1,9722
410,831.0,Hyundai,2011,Sedan,1,Hybrid,2.4,224349,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,3450
411,308.0,Toyota,2014,Hatchback,1,Hybrid,1.8,263392,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,1882
412,1408.0,Ford,2007,Other,0,Diesel,2.2,280000,4.0,Manual,Front,4-5,Left wheel,White,2,1,15991
413,394.0,Toyota,2014,Sedan,1,Hybrid,2.5,179381,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,11133
414,1017.0,Hyundai,2017,Jeep,1,Petrol,2.0,284251,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,94
415,1058.0,Mercedes-Benz,2012,Sedan,1,Petrol,3.5,133000,6.0,Automatic,Rear,4-5,Left wheel,Black,12,0,34184
416,781.0,Chevrolet,2018,Sedan,0,Petrol,1.4,25304,4.0,Automatic,Front,4-5,Left wheel,Other,8,1,21169
417,1090.0,Chevrolet,2008,Jeep,1,Diesel,2.0,71486,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,7495
418,645.0,Lexus,2011,Hatchback,1,Hybrid,1.8,95590,4.0,Automatic,Front,4-5,Left wheel,White,12,0,4861
419,765.0,Hyundai,2015,Sedan,1,Other,2.0,72369,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,13485
421,531.0,Hyundai,2012,Sedan,1,Petrol,1.6,147718,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,20005
426,586.0,Lexus,2012,Hatchback,1,Hybrid,1.8,192683,4.0,Automatic,Front,4-5,Left wheel,White,0,0,627
427,761.0,Chevrolet,2010,Sedan,1,Petrol,1.8,152293,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,12570
431,595.0,Toyota,2015,Hatchback,1,Petrol,1.5,137350,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,14009
432,1514.0,Lexus,2011,Sedan,1,Petrol,4.6,202048,8.0,Automatic,4x4,4-5,Left wheel,White,0,0,392
433,891.0,Mercedes-Benz,2016,Jeep,1,Petrol,2.0,109555,4.0,Automatic,Front,4-5,Left wheel,White,0,0,8311
435,891.0,Ford,2016,Sedan,1,Petrol,2.0,65000,4.0,Tiptronic,Front,4-5,Left wheel,Silver,12,1,25716
436,831.0,Hyundai,2017,Sedan,1,Other,1.6,32510,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,21730
438,707.0,Hyundai,2011,Coupe,1,Petrol,2.0,153651,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,19369
440,642.0,Hyundai,2012,Jeep,1,Diesel,2.0,160000,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,25299
441,880.0,Chevrolet,2018,Sedan,1,Diesel,1.6,28515,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,7213
442,531.0,Chevrolet,2012,Hatchback,1,Petrol,1.6,94923,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,6899
443,1451.0,Bmw,2011,Jeep,1,Petrol,4.4,147677,8.0,Automatic,4x4,4-5,Left wheel,Other,12,0,8154
447,1267.0,Toyota,2013,Hatchback,0,Hybrid,1.5,137000,4.0,Automatic,Front,4-5,Right-hand drive,Silver,6,0,9879
452,585.0,Hyundai,2013,Sedan,1,Petrol,1.8,64800,4.0,Tiptronic,Front,4-5,Left wheel,Black,12,0,17249
454,765.0,Mercedes-Benz,2015,Jeep,1,Petrol,2.0,69555,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,188
456,993.0,Other,2006,Other,0,Diesel,1.3,27000,16.0,Manual,Front,4-5,Left wheel,Black,8,1,11604
459,751.0,Kia,2013,Sedan,1,Hybrid,2.4,0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,392
460,1079.0,Hyundai,2018,Sedan,1,Petrol,2.0,47294,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,627
461,247.0,Honda,2014,Hatchback,1,Hybrid,1.3,149970,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,2274
464,878.0,Toyota,2009,Hatchback,0,Hybrid,1.8,174000,4.0,Variator,Front,4-5,Left wheel,Blue,8,0,15367
465,1055.0,Toyota,2013,Jeep,1,Petrol,3.5,125605,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,4861
467,642.0,Chevrolet,2012,Jeep,1,Diesel,2.0,228570,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,13564
468,642.0,Ford,2012,Hatchback,0,Hybrid,2.0,128205,4.0,Automatic,Front,4-5,Left wheel,Silver,10,0,17876
473,919.0,Bmw,2012,Jeep,1,Diesel,3.0,229966,6.0,Automatic,4x4,4-5,Left wheel,Black,0,0,14583
474,1249.0,Hyundai,2017,Other,1,Diesel,2.5,137000,4.0,Automatic,Front,4-5,Left wheel,White,4,0,36827
478,730.0,Ssangyong,2016,Jeep,1,Diesel,1.6,59272,4.0,Automatic,Front,4-5,Left wheel,White,4,0,40340
479,503.0,Honda,2012,Hatchback,0,Petrol,1.5,216000,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12,0,10976
480,919.0,Mercedes-Benz,2012,Sedan,1,Petrol,3.0,86000,6.0,Tiptronic,4x4,4-5,Left wheel,White,12,0,25089
482,707.0,Hyundai,2011,Jeep,1,Diesel,2.0,143166,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,18688
484,629.0,Hyundai,2015,Sedan,1,Petrol,1.6,68243,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,28830
486,697.0,Ford,2012,Other,0,Diesel,2.2,141000,4.0,Manual,Front,4-5,Left wheel,White,2,1,23834
487,1172.0,Mercedes-Benz,2011,Sedan,1,Diesel,3.5,119379,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,16621
488,1017.0,Mercedes-Benz,2017,Sedan,1,Petrol,2.0,26802,4.0,Automatic,Rear,4-5,Left wheel,Black,12,0,314
490,530.0,Hyundai,2013,Sedan,1,Petrol,1.6,31691,4.0,Automatic,Front,4-5,Left wheel,White,4,0,11917
491,1018.0,Bmw,2011,Sedan,1,Petrol,3.0,120000,6.0,Tiptronic,4x4,4-5,Left wheel,Black,12,0,13485
497,641.0,Chevrolet,2012,Jeep,1,Diesel,2.0,79749,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,11917
498,609.0,Toyota,2018,Sedan,1,Hybrid,2.5,35058,4.0,Automatic,Front,4-5,Left wheel,White,12,0,18817
499,749.0,Chevrolet,2014,Jeep,1,Petrol,2.4,251514,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,1568
501,891.0,Hyundai,2016,Sedan,1,Other,2.0,38206,4.0,Automatic,Front,4-5,Left wheel,White,4,0,13808
502,862.0,Other,2011,Jeep,1,Petrol,2.5,183728,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,392
503,586.0,Toyota,2012,Hatchback,0,Hybrid,1.8,110990,4.0,Automatic,Front,4-5,Left wheel,Silver,8,0,16151
505,836.0,Hyundai,2010,Jeep,1,Diesel,2.0,171344,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,22947
506,919.0,Bmw,2012,Sedan,1,Petrol,3.0,58450,6.0,Tiptronic,Rear,4-5,Left wheel,Grey,12,0,40769
507,585.0,Lexus,2013,Hatchback,1,Hybrid,1.8,65989,4.0,Automatic,Front,4-5,Left wheel,Silver,0,0,7840
509,777.0,Toyota,2014,Sedan,1,Petrol,2.5,125000,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12,0,25089
512,394.0,Toyota,2014,Sedan,1,Hybrid,2.5,109798,4.0,Automatic,Front,4-5,Left wheel,White,12,0,5488
514,1111.0,Toyota,2012,Hatchback,0,Petrol,1.3,130000,4.0,Automatic,4x4,4-5,Right-hand drive,White,4,0,9722
515,1511.0,Hyundai,2010,Coupe,1,Petrol,3.8,151977,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,16621
516,603.0,Lexus,2015,Jeep,1,Hybrid,3.5,143619,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,13956
518,642.0,Ssangyong,2012,Jeep,1,Diesel,2.0,135490,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,24415
520,353.0,Lexus,2015,Hatchback,1,Hybrid,1.8,115347,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,470
522,584.0,Hyundai,2014,Sedan,1,Petrol,1.8,107155,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,1725
523,584.0,Hyundai,2014,Sedan,1,Petrol,1.8,140082,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,549
524,781.0,Toyota,2012,Sedan,1,Hybrid,2.5,249422,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,314
526,1266.0,Toyota,2014,Sedan,0,Hybrid,1.5,100000,4.0,Variator,Front,4-5,Right-hand drive,Silver,8,0,10976
527,1598.0,Mercedes-Benz,2008,Jeep,1,Diesel,3.0,213998,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,4547
528,502.0,Toyota,2013,Hatchback,1,Petrol,1.5,52500,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,21285
529,1053.0,Mercedes-Benz,2014,Sedan,1,Diesel,3.5,219030,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,29793
530,1646.0,Lexus,2015,Jeep,1,Petrol,4.6,102907,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,706
531,333.0,Ford,2014,Sedan,1,Hybrid,2.0,186048,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,862
532,1053.0,Mercedes-Benz,2014,Sedan,1,Diesel,3.5,149486,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,314
535,877.0,Hyundai,2017,Jeep,1,Diesel,1.7,97880,4.0,Automatic,Front,4-5,Left wheel,White,4,0,35570
536,503.0,Toyota,2012,Hatchback,0,Hybrid,1.5,175000,4.0,Automatic,Front,4-5,Left wheel,Black,10,0,8781
538,749.0,Hyundai,2014,Jeep,1,Petrol,2.4,128000,4.0,Tiptronic,4x4,4-5,Left wheel,Other,8,0,24148
539,585.0,Toyota,2013,Hatchback,1,Hybrid,1.8,105328,4.0,Automatic,Front,4-5,Left wheel,White,12,0,706
540,308.0,Toyota,2014,Sedan,1,Hybrid,1.8,160000,4.0,Automatic,Front,4-5,Left wheel,Black,10,0,22580
541,779.0,Toyota,2013,Sedan,1,Hybrid,2.5,136861,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,4861
543,1236.0,Honda,2011,Sedan,0,Petrol,1.3,185000,4.0,Automatic,Front,4-5,Right-hand drive,Black,2,0,8154
545,333.0,Ford,2014,Sedan,1,Hybrid,2.0,137328,4.0,Automatic,Front,4-5,Left wheel,Silver,0,0,4861
546,1018.0,Bmw,2011,Jeep,1,Petrol,3.0,129600,6.0,Tiptronic,4x4,4-5,Left wheel,Black,12,1,36065
547,289.0,Ford,2008,Jeep,1,Hybrid,0.4,220474,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,282
548,1077.0,Toyota,2019,Jeep,1,Petrol,2.0,19968,4.0,Automatic,Front,4-5,Left wheel,White,12,0,17876
549,639.0,Bmw,2014,Sedan,1,Diesel,2.0,250491,4.0,Automatic,Rear,4-5,Left wheel,White,12,0,18189
551,707.0,Hyundai,2011,Sedan,1,Petrol,2.0,163374,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,15257
552,1141.0,Honda,2009,Other,0,Petrol,2.4,120000,4.0,Automatic,4x4,4-5,Left wheel,Black,6,0,16900
553,397.0,Other,2011,Hatchback,0,Petrol,1.0,233700,4.0,Manual,Front,4-5,Left wheel,White,6,0,14740
555,642.0,Chevrolet,2012,Jeep,1,Diesel,2.0,137433,4.0,Automatic,Front,4-5,Left wheel,White,4,0,22825
556,530.0,Kia,2013,Sedan,0,Petrol,1.6,137000,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,12544
557,353.0,Lexus,2015,Hatchback,1,Hybrid,1.8,94949,4.0,Automatic,Front,4-5,Left wheel,White,0,0,16935
560,1079.0,Honda,2018,Sedan,1,Petrol,2.0,0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,38213
561,730.0,Ssangyong,2016,Jeep,1,Diesel,1.6,48910,4.0,Automatic,Front,4-5,Left wheel,White,4,0,44134
566,784.0,Honda,2017,Sedan,1,Petrol,1.5,58282,4.0,Automatic,Front,4-5,Left wheel,White,12,0,9565
568,1024.0,Other,2010,Sedan,1,Petrol,2.5,110000,4.0,Tiptronic,Front,4-5,Left wheel,Silver,6,0,12544
570,1357.0,Other,2004,Other,0,Petrol,1.6,171000,4.0,Manual,Front,4-5,Left wheel,White,0,0,6272
574,1236.0,Honda,2011,Sedan,1,Hybrid,1.3,127000,4.0,Variator,Front,4-5,Right-hand drive,Black,2,0,10663
575,765.0,Hyundai,2015,Jeep,1,Diesel,2.0,153958,4.0,Automatic,Front,4-5,Left wheel,White,4,0,44247
577,650.0,Other,2016,Sedan,0,Petrol,1.4,36000,4.0,Tiptronic,Front,4-5,Left wheel,Grey,6,1,19444
582,988.0,Toyota,2007,Hatchback,0,Hybrid,1.5,113000,4.0,Automatic,Front,4-5,Left wheel,Other,8,0,9408
583,810.0,Toyota,2016,Hatchback,0,Petrol,1.8,102500,4.0,Automatic,Front,4-5,Left wheel,White,10,0,23834
584,779.0,Toyota,2013,Sedan,0,Petrol,2.5,101000,4.0,Tiptronic,Front,4-5,Left wheel,Black,10,0,22894
586,922.0,Other,2009,Sedan,1,Petrol,1.9,44521,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,5604
588,586.0,Hyundai,2012,Sedan,1,Petrol,1.8,136000,4.0,Tiptronic,Front,4-5,Left wheel,Black,8,0,18189
590,1266.0,Honda,2014,Hatchback,0,Hybrid,1.5,121000,4.0,Variator,Front,4-5,Right-hand drive,Silver,0,0,10976
592,1438.0,Other,2003,Other,0,Diesel,1.7,171339,4.0,Manual,Front,2-3,Left wheel,White,2,0,6429
593,753.0,Hyundai,2012,Jeep,1,Hybrid,2.4,123862,4.0,Automatic,Front,4-5,Left wheel,White,0,0,470
594,1091.0,Toyota,2016,Jeep,0,Petrol,2.5,99200,4.0,Tiptronic,4x4,4-5,Left wheel,Black,10,0,40769
601,1646.0,Lexus,2015,Sedan,1,Petrol,4.6,129931,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,784
605,707.0,Hyundai,2011,Sedan,1,Petrol,2.0,200867,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,17035
607,308.0,Toyota,2014,Hatchback,1,Hybrid,1.8,140414,4.0,Automatic,Front,4-5,Left wheel,White,12,0,188
608,629.0,Hyundai,2015,Sedan,1,Petrol,1.6,87534,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,27654
610,1058.0,Mercedes-Benz,2012,Jeep,1,Diesel,3.5,224118,6.0,Automatic,4x4,4-5,Left wheel,White,12,0,94
611,1024.0,Hyundai,2010,Minivan,1,Diesel,2.5,124850,4.0,Automatic,Front,4-5,Left wheel,White,4,0,14081
612,639.0,Other,2014,Sedan,1,Petrol,2.0,162032,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,706
613,761.0,Toyota,2010,Hatchback,1,Hybrid,1.8,265315,4.0,Automatic,Front,4-5,Left wheel,White,12,0,282
614,900.0,Hyundai,2015,Sedan,1,Petrol,2.4,234618,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,2666
615,730.0,Chevrolet,2016,Jeep,1,Diesel,1.6,125774,4.0,Automatic,Front,4-5,Left wheel,White,4,0,23994
617,645.0,Toyota,2011,Hatchback,0,Hybrid,1.8,161000,4.0,Variator,Front,4-5,Left wheel,Blue,11,0,14740
619,397.0,Toyota,2016,Sedan,1,Hybrid,1.8,80000,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12,0,18817
620,687.0,Hyundai,2010,Sedan,1,Petrol,1.6,130814,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,11563
621,891.0,Hyundai,2016,Jeep,1,Diesel,2.0,109446,4.0,Automatic,Front,4-5,Left wheel,White,4,0,45376
623,877.0,Hyundai,2017,Jeep,1,Diesel,1.7,143544,4.0,Automatic,Front,4-5,Left wheel,White,4,0,33707
628,308.0,Toyota,2014,Jeep,1,Hybrid,1.8,187334,4.0,Automatic,Front,4-5,Left wheel,White,12,0,188
632,1091.0,Hyundai,2016,Other,1,Diesel,2.5,51831,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,44247
635,1363.0,Lexus,2012,Jeep,1,Petrol,4.6,150909,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,4077
639,1451.0,Bmw,2011,Sedan,1,Petrol,4.4,139363,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,157
641,639.0,Other,2014,Sedan,1,Petrol,2.0,123640,4.0,Automatic,4x4,4-5,Left wheel,Blue,12,0,6586
642,1017.0,Other,2017,Jeep,1,Petrol,2.0,75186,4.0,Automatic,4x4,4-5,Left wheel,Black,0,0,47042
643,966.0,Other,2009,Sedan,1,Diesel,2.0,39031,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,5865
644,707.0,Ssangyong,2011,Jeep,1,Diesel,2.0,102000,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,20883
647,638.0,Ssangyong,2014,Jeep,1,Diesel,2.0,67861,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,25402
648,1236.0,Honda,2011,Hatchback,0,Hybrid,1.3,14590,4.0,Automatic,Front,4-5,Right-hand drive,Grey,0,0,9095
649,585.0,Hyundai,2013,Coupe,1,Petrol,1.8,89962,4.0,Automatic,Front,2-3,Left wheel,Blue,12,0,2666
651,779.0,Toyota,2013,Sedan,1,Hybrid,2.5,190549,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,5018
653,490.0,Honda,2011,Hatchback,0,Hybrid,1.3,150000,4.0,Variator,Front,4-5,Left wheel,Grey,8,0,11604
654,531.0,Hyundai,2012,Sedan,1,Petrol,1.6,36239,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,20005
655,779.0,Toyota,2013,Sedan,1,Hybrid,2.5,190549,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,5018
656,528.0,Ford,2014,Hatchback,0,Petrol,1.6,134400,3.0,Automatic,Front,4-5,Left wheel,Grey,0,0,13799
657,836.0,Ssangyong,2010,Jeep,1,Diesel,2.0,127500,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,13068
658,642.0,Ford,2012,Hatchback,0,Petrol,2.0,2012,4.0,Tiptronic,Front,4-5,Left wheel,Black,12,0,14113
659,585.0,Hyundai,2013,Sedan,1,Petrol,1.8,157859,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,314
660,900.0,Hyundai,2015,Jeep,1,Petrol,2.4,245653,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,1019
661,431.0,Ford,2016,Hatchback,0,Other,2.0,0,4.0,Automatic,Front,4-5,Left wheel,White,0,0,16465
663,790.0,Other,2009,Sedan,1,Petrol,1.6,50549,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,6899
664,565.0,Chevrolet,2007,Sedan,1,Petrol,0.8,134863,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,3293
666,761.0,Other,2010,Sedan,1,Petrol,1.8,46527,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,10192
667,517.0,Toyota,2014,Sedan,1,Hybrid,3.5,166560,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,39201
668,585.0,Honda,2013,Sedan,1,Petrol,1.8,87000,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,36235
669,642.0,Ssangyong,2012,Jeep,1,Diesel,2.0,125926,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,22843
670,642.0,Chevrolet,2012,Sedan,1,Petrol,2.0,65006,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,21699
671,707.0,Hyundai,2011,Jeep,1,Diesel,2.0,134312,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,25299
673,779.0,Toyota,2013,Sedan,1,Hybrid,2.5,232032,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,392
675,639.0,Bmw,2014,Sedan,1,Petrol,2.0,74000,4.0,Tiptronic,Rear,4-5,Left wheel,White,12,1,40142
676,502.0,Honda,2013,Hatchback,1,Hybrid,1.5,94500,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,19124
677,988.0,Other,2007,Minivan,0,Diesel,1.5,240000,4.0,Manual,Front,4-5,Left wheel,Black,6,1,11604
679,833.0,Chevrolet,2010,Jeep,1,Diesel,2.0,61232,4.0,Automatic,Front,4-5,Left wheel,White,4,0,11917
681,640.0,Ford,2013,Hatchback,1,Hybrid,2.0,200925,4.0,Variator,Front,4-5,Left wheel,Black,12,0,23521
682,765.0,Lexus,2015,Jeep,1,Petrol,2.0,109336,4.0,Automatic,4x4,4-5,Left wheel,Grey,12,0,784
683,489.0,Chevrolet,2016,Sedan,1,Petrol,1.0,31970,4.0,Automatic,Front,4-5,Left wheel,White,4,0,11604
684,585.0,Hyundai,2013,Sedan,0,Petrol,1.8,117000,4.0,Tiptronic,Front,4-5,Left wheel,Grey,8,0,18503
688,765.0,Mercedes-Benz,2015,Jeep,1,Petrol,2.0,37786,4.0,Automatic,4x4,4-5,Left wheel,White,0,0,1019
689,640.0,Ssangyong,2013,Jeep,1,Diesel,2.0,152847,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,32035
690,769.0,Hyundai,2011,Jeep,1,Diesel,2.2,78305,4.0,Automatic,Front,4-5,Left wheel,White,4,0,14376
691,753.0,Hyundai,2012,Jeep,1,Petrol,2.4,221126,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,220
692,986.0,Lexus,2010,Sedan,1,Hybrid,2.4,64000,4.0,Automatic,Front,4-5,Left wheel,Other,10,0,25089
694,1077.0,Hyundai,2019,Sedan,1,Petrol,2.0,29496,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,5488
695,586.0,Toyota,2012,Hatchback,0,Hybrid,1.8,1000,4.0,Variator,Front,4-5,Left wheel,Grey,12,0,18817
696,831.0,Hyundai,2011,Sedan,1,Hybrid,2.4,224349,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,3450
699,1249.0,Toyota,2017,Jeep,0,Petrol,2.5,50000,4.0,Automatic,4x4,4-5,Left wheel,Grey,10,0,38888
700,1399.0,Other,2010,Jeep,1,Petrol,3.5,243477,6.0,Automatic,Front,4-5,Left wheel,Blue,12,0,1882
702,765.0,Hyundai,2015,Jeep,1,Petrol,2.0,0,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,1019
